"elementName", "elementContent", "typeAttributeIfPresent""
"persName", "Jacob Borck", "", "", "", "", "", "", "", ""
"persName", "James Charlesworth", "", "", "", "", "", "", "", ""
"persName", "James Charlesworth", "", "", "", "", "", "", "", ""
"persName", "James Gottlieb La Trobe", "", "", "", "", "", "", "", ""
"persName", "James Wyring", "", "", "", "", "", "", "", ""
"persName", "Johannes von Watteville", "", "", "", "", "", "", "", ""
"persName", "John Cennick", "", "", "", "", "", "", "", ""
"persName", "John Hartley", "", "", "", "", "", "", "", ""
"persName", "John King Martyn", "", "", "", "", "", "", "", ""
"persName", "John King Martyn", "", "", "", "", "", "", "", ""
"persName", "John King Martyn", "", "", "", "", "", "", "", ""
"persName", "John King Martyn", "", "", "", "", "", "", "", ""
"persName", "John King Martyn", "", "", "", "", "", "", "", ""
"persName", "John Mason", "", "", "", "", "", "", "", ""
"persName", "John Mason", "", "", "", "", "", "", "", ""
"persName", "John Skelton", "", "", "", "", "", "", "", ""
"persName", "John Skelton", "", "", "", "", "", "", "", ""
"persName", "John Skelton", "", "", "", "", "", "", "", ""
"persName", "John Skelton", "", "", "", "", "", "", "", ""
"persName", "Joseph Clayton", "", "", "", "", "", "", "", ""
"persName", "Joseph Clayton", "", "", "", "", "", "", "", ""
"persName", "Joseph Oates", "", "", "", "", "", "", "", ""
"persName", "Katharine Nelson", "", "", "", "", "", "", "", ""
"persName", "Katharine Nelson", "", "", "", "", "", "", "", ""
"persName", "Lady Margaret Ingham", "", "", "", "", "", "", "", ""
"persName", "Martha Clayton", "", "", "", "", "", "", "", ""
"persName", "Martha Hartley", "", "", "", "", "", "", "", ""
"persName", "Mary Athill", "", "", "", "", "", "", "", ""
"persName", "Mary Athill", "", "", "", "", "", "", "", ""
"persName", "Mary Carter", "", "", "", "", "", "", "", ""
"persName", "Mary Hinchliff", "", "", "", "", "", "", "", ""
"persName", "Millan Ratcliffe", "", "", "", "", "", "", "", ""
"persName", "Nicholas von Zinzendorf", "", "", "", "", "", "", "", ""
"persName", "Nicholas von Zinzendorf", "", "", "", "", "", "", "", ""
"persName", "Peter Hyland", "", "", "", "", "", "", "", ""
"persName", "Peter Hyland", "", "", "", "", "", "", "", ""
"persName", "Peter Hyland", "", "", "", "", "", "", "", ""
"persName", "Peter Hyland", "", "", "", "", "", "", "", ""
"persName", "Peter Hyland", "", "", "", "", "", "", "", ""
"persName", "Peter Hyland", "", "", "", "", "", "", "", ""
"persName", "Philip Henry Molther", "", "", "", "", "", "", "", ""
"persName", "Phoebe Müller", "", "", "", "", "", "", "", ""
"persName", "Rev T T Beddulph", "", "", "", "", "", "", "", ""
"persName", "Revd. T.T. Biddulph", "", "", "", "", "", "", "", ""
"persName", "Samuel Benade", "", "", "", "", "", "", "", ""
"persName", "Samuel Benade", "", "", "", "", "", "", "", ""
"persName", "Samuel Benade", "", "", "", "", "", "", "", ""
"persName", "Samuel Sykes", "", "", "", "", "", "", "", ""
"persName", "Sarah Horsfall", "", "", "", "", "", "", "", ""
"persName", "Shikellamy ", "", "", "", "", "", "", "", ""
"persName", "Sophia Clemens", "", "", "", "", "", "", "", ""
"persName", "Sophia Clemens", "", "", "", "", "", "", "", ""
"persName", "Sophia Clemens", "", "", "", "", "", "", "", ""
"persName", "Sophia Clemens", "", "", "", "", "", "", "", ""
"persName", "Sophia Clemens", "", "", "", "", "", "", "", ""
"persName", "Thomas Grinfield", "", "", "", "", "", "", "", ""
"persName", "Thomas Sykes", "", "", "", "", "", "", "", ""
"persName", "Timothy Gray", "", "", "", "", "", "", "", ""
"persName", "William Birkhead", "", "", "", "", "", "", "", ""
"persName", "William Taylor", "", "", "", "", "", "", "", ""
"persName", "aunt", "", "", "", "", "", "", "", ""
"persName", "wife", "", "", "", "", "", "", "", ""
